team_id,team_name,week,start_date,end_date,current_date,roster_ids,roster_names,selected_positions
402.l.42709.t.2,Josh's Unreal Team,6,2021-01-25,2021-01-31,2021-01-31,"[6417, 6021, 6407, 6174, 5832, 5827, 5642, 5492, 6048, 6175, 5012, 5317, 6211, 5161, 5500]","['Immanuel Quickley', 'Mikal Bridges', 'Cole Anthony', 'PJ Washington', 'John Collins', 'Bam Adebayo', 'Domantas Sabonis', 'Montrezl Harrell', 'Gary Trent Jr.', 'Tyler Herro', 'Damian Lillard', 'Marcus Smart', 'Darius Bazley', 'CJ McCollum', 'Josh Richardson']","{6417: 'PG', 6021: 'SG', 6407: 'G', 6174: 'SF', 5832: 'PF', 5827: 'F', 5642: 'C', 5492: 'C', 6048: 'Util', 6175: 'Util', 5012: 'BN', 5317: 'BN', 6211: 'BN', 5161: 'IL', 5500: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-01,"[6417, 6021, 5012, 6174, 6211, 5827, 5832, 5492, 6048, 6175, 6407, 5642, 5500, 5317, 5161]","['Immanuel Quickley', 'Mikal Bridges', 'Damian Lillard', 'PJ Washington', 'Darius Bazley', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Gary Trent Jr.', 'Tyler Herro', 'Cole Anthony', 'Domantas Sabonis', 'Josh Richardson', 'Marcus Smart', 'CJ McCollum']","{6417: 'PG', 6021: 'SG', 5012: 'G', 6174: 'SF', 6211: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6048: 'Util', 6175: 'Util', 6407: 'BN', 5642: 'BN', 5500: 'BN', 5317: 'IL', 5161: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-02,"[6407, 6021, 5012, 6174, 5642, 5827, 5832, 5492, 6048, 6175, 6417, 6211, 5500, 5161, 5317]","['Cole Anthony', 'Mikal Bridges', 'Damian Lillard', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Gary Trent Jr.', 'Tyler Herro', 'Immanuel Quickley', 'Darius Bazley', 'Josh Richardson', 'CJ McCollum', 'Marcus Smart']","{6407: 'PG', 6021: 'SG', 5012: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6048: 'Util', 6175: 'Util', 6417: 'BN', 6211: 'BN', 5500: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-03,"[6417, 6021, 5500, 6174, 5642, 5827, 5832, 5492, 6175, 6211, 5012, 6407, 6048, 5161, 5317]","['Immanuel Quickley', 'Mikal Bridges', 'Josh Richardson', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Tyler Herro', 'Darius Bazley', 'Damian Lillard', 'Cole Anthony', 'Gary Trent Jr.', 'CJ McCollum', 'Marcus Smart']","{6417: 'PG', 6021: 'SG', 5500: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6175: 'Util', 6211: 'Util', 5012: 'BN', 6407: 'BN', 6048: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-04,"[5012, 6048, 6417, 5500, 5642, 5827, 5832, 5492, 6175, 6211, 6174, 6021, 6407, 5161, 5317]","['Damian Lillard', 'Gary Trent Jr.', 'Immanuel Quickley', 'Josh Richardson', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Tyler Herro', 'Darius Bazley', 'PJ Washington', 'Mikal Bridges', 'Cole Anthony', 'CJ McCollum', 'Marcus Smart']","{5012: 'PG', 6048: 'SG', 6417: 'G', 5500: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6175: 'Util', 6211: 'Util', 6174: 'BN', 6021: 'BN', 6407: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-05,"[6407, 6021, 5012, 6174, 5642, 5827, 5832, 5492, 6175, 6211, 6048, 6417, 5500, 5161, 5317]","['Cole Anthony', 'Mikal Bridges', 'Damian Lillard', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Tyler Herro', 'Darius Bazley', 'Gary Trent Jr.', 'Immanuel Quickley', 'Josh Richardson', 'CJ McCollum', 'Marcus Smart']","{6407: 'PG', 6021: 'SG', 5012: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6175: 'Util', 6211: 'Util', 6048: 'BN', 6417: 'BN', 5500: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-06,"[6407, 6048, 5012, 5500, 5642, 5827, 5832, 5492, 6211, 6417, 6174, 6021, 6175, 5161, 5317]","['Cole Anthony', 'Gary Trent Jr.', 'Damian Lillard', 'Josh Richardson', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Darius Bazley', 'Immanuel Quickley', 'PJ Washington', 'Mikal Bridges', 'Tyler Herro', 'CJ McCollum', 'Marcus Smart']","{6407: 'PG', 6048: 'SG', 5012: 'G', 5500: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6211: 'Util', 6417: 'Util', 6174: 'BN', 6021: 'BN', 6175: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,7,2021-02-01,2021-02-07,2021-02-07,"[6175, 6021, 5012, 6174, 5642, 5827, 5832, 5492, 6211, 6417, 6407, 6048, 5500, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Damian Lillard', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Darius Bazley', 'Immanuel Quickley', 'Cole Anthony', 'Gary Trent Jr.', 'Josh Richardson', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5012: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6211: 'Util', 6417: 'Util', 6407: 'BN', 6048: 'BN', 5500: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-08,"[6175, 6021, 5500, 6174, 5642, 5827, 5832, 5492, 6211, 6417, 5012, 6407, 6048, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Josh Richardson', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Darius Bazley', 'Immanuel Quickley', 'Damian Lillard', 'Cole Anthony', 'Gary Trent Jr.', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5500: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6211: 'Util', 6417: 'Util', 5012: 'BN', 6407: 'BN', 6048: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-09,"[6175, 6048, 5012, 6174, 5642, 5827, 5832, 5492, 6417, 6407, 6021, 5500, 6211, 5161, 5317]","['Tyler Herro', 'Gary Trent Jr.', 'Damian Lillard', 'PJ Washington', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Montrezl Harrell', 'Immanuel Quickley', 'Cole Anthony', 'Mikal Bridges', 'Josh Richardson', 'Darius Bazley', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6048: 'SG', 5012: 'G', 6174: 'SF', 5642: 'PF', 5827: 'F', 5832: 'C', 5492: 'C', 6417: 'Util', 6407: 'Util', 6021: 'BN', 5500: 'BN', 6211: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-10,"[6175, 5500, 6021, 6174, 5642, 6211, 5832, 5492, 6417, 6407, 6048, 5012, 5827, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Mikal Bridges', 'PJ Washington', 'Domantas Sabonis', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Immanuel Quickley', 'Cole Anthony', 'Gary Trent Jr.', 'Damian Lillard', 'Bam Adebayo', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 6021: 'G', 6174: 'SF', 5642: 'PF', 6211: 'F', 5832: 'C', 5492: 'C', 6417: 'Util', 6407: 'Util', 6048: 'BN', 5012: 'BN', 5827: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-11,"[6175, 6048, 5012, 6174, 5642, 6211, 5492, 5827, 6417, 6407, 5500, 6021, 5832, 5161, 5317]","['Tyler Herro', 'Gary Trent Jr.', 'Damian Lillard', 'PJ Washington', 'Domantas Sabonis', 'Darius Bazley', 'Montrezl Harrell', 'Bam Adebayo', 'Immanuel Quickley', 'Cole Anthony', 'Josh Richardson', 'Mikal Bridges', 'John Collins', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6048: 'SG', 5012: 'G', 6174: 'SF', 5642: 'PF', 6211: 'F', 5492: 'C', 5827: 'C', 6417: 'Util', 6407: 'Util', 5500: 'BN', 6021: 'BN', 5832: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-12,"[6175, 6048, 5012, 5500, 6174, 6211, 5492, 5832, 6417, 6407, 5642, 5827, 6021, 5161, 5317]","['Tyler Herro', 'Gary Trent Jr.', 'Damian Lillard', 'Josh Richardson', 'PJ Washington', 'Darius Bazley', 'Montrezl Harrell', 'John Collins', 'Immanuel Quickley', 'Cole Anthony', 'Domantas Sabonis', 'Bam Adebayo', 'Mikal Bridges', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6048: 'SG', 5012: 'G', 5500: 'SF', 6174: 'PF', 6211: 'F', 5492: 'C', 5832: 'C', 6417: 'Util', 6407: 'Util', 5642: 'BN', 5827: 'BN', 6021: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-13,"[6175, 6021, 5012, 5500, 5642, 6211, 5832, 5827, 3971, 5393, 6048, 6174, 5492, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Damian Lillard', 'Josh Richardson', 'Domantas Sabonis', 'Darius Bazley', 'John Collins', 'Bam Adebayo', 'Lou Williams', 'Joe Ingles', 'Gary Trent Jr.', 'PJ Washington', 'Montrezl Harrell', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5012: 'G', 5500: 'SF', 5642: 'PF', 6211: 'F', 5832: 'C', 5827: 'C', 3971: 'Util', 5393: 'Util', 6048: 'BN', 6174: 'BN', 5492: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,8,2021-02-08,2021-02-14,2021-02-14,"[6175, 6021, 5012, 5500, 5642, 6211, 5832, 5827, 3971, 5393, 6048, 6174, 5492, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Damian Lillard', 'Josh Richardson', 'Domantas Sabonis', 'Darius Bazley', 'John Collins', 'Bam Adebayo', 'Lou Williams', 'Joe Ingles', 'Gary Trent Jr.', 'PJ Washington', 'Montrezl Harrell', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5012: 'G', 5500: 'SF', 5642: 'PF', 6211: 'F', 5832: 'C', 5827: 'C', 3971: 'Util', 5393: 'Util', 6048: 'BN', 6174: 'BN', 5492: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-15,"[6175, 6021, 5012, 5500, 5642, 6211, 5832, 5827, 3971, 5393, 6048, 6174, 5492, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Damian Lillard', 'Josh Richardson', 'Domantas Sabonis', 'Darius Bazley', 'John Collins', 'Bam Adebayo', 'Lou Williams', 'Joe Ingles', 'Gary Trent Jr.', 'PJ Washington', 'Montrezl Harrell', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5012: 'G', 5500: 'SF', 5642: 'PF', 6211: 'F', 5832: 'C', 5827: 'C', 3971: 'Util', 5393: 'Util', 6048: 'BN', 6174: 'BN', 5492: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-16,"[6175, 6021, 5012, 6048, 5642, 6211, 5827, 5492, 3971, 5393, 5500, 5832, 6174, 5161, 5317]","['Tyler Herro', 'Mikal Bridges', 'Damian Lillard', 'Gary Trent Jr.', 'Domantas Sabonis', 'Darius Bazley', 'Bam Adebayo', 'Montrezl Harrell', 'Lou Williams', 'Joe Ingles', 'Josh Richardson', 'John Collins', 'PJ Washington', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 6021: 'SG', 5012: 'G', 6048: 'SF', 5642: 'PF', 6211: 'F', 5827: 'C', 5492: 'C', 3971: 'Util', 5393: 'Util', 5500: 'BN', 5832: 'BN', 6174: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-17,"[6175, 5500, 5012, 6048, 5642, 6211, 5827, 5832, 3971, 5393, 6021, 5492, 6174, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Damian Lillard', 'Gary Trent Jr.', 'Domantas Sabonis', 'Darius Bazley', 'Bam Adebayo', 'John Collins', 'Lou Williams', 'Joe Ingles', 'Mikal Bridges', 'Montrezl Harrell', 'PJ Washington', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 5012: 'G', 6048: 'SF', 5642: 'PF', 6211: 'F', 5827: 'C', 5832: 'C', 3971: 'Util', 5393: 'Util', 6021: 'BN', 5492: 'BN', 6174: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-18,"[6175, 5500, 5012, 6048, 5492, 6211, 5827, 5832, 3971, 5393, 5642, 6021, 6174, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Damian Lillard', 'Gary Trent Jr.', 'Montrezl Harrell', 'Darius Bazley', 'Bam Adebayo', 'John Collins', 'Lou Williams', 'Joe Ingles', 'Domantas Sabonis', 'Mikal Bridges', 'PJ Washington', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 5012: 'G', 6048: 'SF', 5492: 'PF', 6211: 'F', 5827: 'C', 5832: 'C', 3971: 'Util', 5393: 'Util', 5642: 'BN', 6021: 'BN', 6174: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-19,"[6175, 5500, 6021, 6048, 5492, 6211, 5832, 6174, 3971, 5393, 5012, 5827, 5642, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Mikal Bridges', 'Gary Trent Jr.', 'Montrezl Harrell', 'Darius Bazley', 'John Collins', 'PJ Washington', 'Lou Williams', 'Joe Ingles', 'Damian Lillard', 'Bam Adebayo', 'Domantas Sabonis', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 6021: 'G', 6048: 'SF', 5492: 'PF', 6211: 'F', 5832: 'C', 6174: 'C', 3971: 'Util', 5393: 'Util', 5012: 'BN', 5827: 'BN', 5642: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-20,"[6175, 5500, 6021, 6048, 5492, 5642, 6174, 5827, 5393, 5012, 6211, 5832, 3971, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Mikal Bridges', 'Gary Trent Jr.', 'Montrezl Harrell', 'Domantas Sabonis', 'PJ Washington', 'Bam Adebayo', 'Joe Ingles', 'Damian Lillard', 'Darius Bazley', 'John Collins', 'Lou Williams', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 6021: 'G', 6048: 'SF', 5492: 'PF', 5642: 'F', 6174: 'C', 5827: 'C', 5393: 'Util', 5012: 'Util', 6211: 'BN', 5832: 'BN', 3971: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,9,2021-02-15,2021-02-21,2021-02-21,"[3971, 5500, 6021, 6211, 5492, 5642, 5827, 5832, 5393, 5012, 6175, 6048, 6174, 5161, 5317]","['Lou Williams', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'Montrezl Harrell', 'Domantas Sabonis', 'Bam Adebayo', 'John Collins', 'Joe Ingles', 'Damian Lillard', 'Tyler Herro', 'Gary Trent Jr.', 'PJ Washington', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5492: 'PF', 5642: 'F', 5827: 'C', 5832: 'C', 5393: 'Util', 5012: 'Util', 6175: 'BN', 6048: 'BN', 6174: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-22,"[6175, 5500, 6021, 6211, 5492, 6048, 5827, 6174, 5393, 5012, 3971, 5642, 5832, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'Montrezl Harrell', 'Gary Trent Jr.', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Damian Lillard', 'Lou Williams', 'Domantas Sabonis', 'John Collins', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5492: 'PF', 6048: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5012: 'Util', 3971: 'BN', 5642: 'BN', 5832: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-23,"[3971, 5500, 6021, 6211, 5832, 6048, 5827, 6174, 5393, 5012, 6175, 5492, 5642, 5161, 5317]","['Lou Williams', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Gary Trent Jr.', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Damian Lillard', 'Tyler Herro', 'Montrezl Harrell', 'Domantas Sabonis', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 6048: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5012: 'Util', 6175: 'BN', 5492: 'BN', 5642: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-24,"[6175, 5500, 6021, 6211, 5832, 5492, 5827, 6174, 5393, 5642, 3971, 6048, 5012, 5161, 5317]","['Tyler Herro', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Domantas Sabonis', 'Lou Williams', 'Gary Trent Jr.', 'Damian Lillard', 'CJ McCollum', 'Marcus Smart']","{6175: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 5492: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5642: 'Util', 3971: 'BN', 6048: 'BN', 5012: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-25,"[3971, 5500, 6021, 6211, 5832, 5492, 5827, 6174, 5393, 5642, 6175, 6048, 5012, 5161, 5317]","['Lou Williams', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Domantas Sabonis', 'Tyler Herro', 'Gary Trent Jr.', 'Damian Lillard', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 5492: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5642: 'Util', 6175: 'BN', 6048: 'BN', 5012: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-26,"[3971, 6048, 6021, 6211, 5832, 5492, 5827, 6174, 5393, 5642, 5500, 6175, 5012, 5161, 5317]","['Lou Williams', 'Gary Trent Jr.', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Domantas Sabonis', 'Josh Richardson', 'Tyler Herro', 'Damian Lillard', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 6048: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 5492: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5642: 'Util', 5500: 'BN', 6175: 'BN', 5012: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-27,"[3971, 5500, 6021, 6211, 5832, 5492, 5827, 6174, 5393, 5642, 6048, 6175, 5012, 5161, 5317]","['Lou Williams', 'Josh Richardson', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Domantas Sabonis', 'Gary Trent Jr.', 'Tyler Herro', 'Damian Lillard', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 5500: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 5492: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5642: 'Util', 6048: 'BN', 6175: 'BN', 5012: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.2,Josh's Unreal Team,10,2021-02-22,2021-02-28,2021-02-28,"[3971, 6175, 6021, 6211, 5832, 5492, 5827, 6174, 5393, 5642, 5500, 6048, 5012, 5161, 5317]","['Lou Williams', 'Tyler Herro', 'Mikal Bridges', 'Darius Bazley', 'John Collins', 'Montrezl Harrell', 'Bam Adebayo', 'PJ Washington', 'Joe Ingles', 'Domantas Sabonis', 'Josh Richardson', 'Gary Trent Jr.', 'Damian Lillard', 'CJ McCollum', 'Marcus Smart']","{3971: 'PG', 6175: 'SG', 6021: 'G', 6211: 'SF', 5832: 'PF', 5492: 'F', 5827: 'C', 6174: 'C', 5393: 'Util', 5642: 'Util', 5500: 'BN', 6048: 'BN', 5012: 'BN', 5161: 'IL', 5317: 'IL'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-22,"[6014, 5764, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 4387, 6232, 5894]","['Luka Doncic', 'Lonzo Ball', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Derrick Rose', 'Bol Bol', 'Chris Boucher']","{6014: 'PG', 5764: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 4387: 'BN', 6232: 'BN', 5894: 'BN'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-23,"[6014, 5764, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 4387, 6232, 5894]","['Luka Doncic', 'Lonzo Ball', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Derrick Rose', 'Bol Bol', 'Chris Boucher']","{6014: 'PG', 5764: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 4387: 'BN', 6232: 'BN', 5894: 'BN'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-24,"[6014, 5764, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 4387, 6232, 5894]","['Luka Doncic', 'Lonzo Ball', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Derrick Rose', 'Bol Bol', 'Chris Boucher']","{6014: 'PG', 5764: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 4387: 'BN', 6232: 'BN', 5894: 'BN'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-25,"[6014, 5764, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 4387, 6232, 5894]","['Luka Doncic', 'Lonzo Ball', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Derrick Rose', 'Bol Bol', 'Chris Boucher']","{6014: 'PG', 5764: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 4387: 'BN', 6232: 'BN', 5894: 'BN'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-26,"[6014, 4387, 4390, 5836, 5583, 6400, 5197, 5894, 6395, 5245, 5163, 5764, 6232]","['Luka Doncic', 'Derrick Rose', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Chris Boucher', 'LaMelo Ball', 'Seth Curry', 'Steven Adams', 'Lonzo Ball', 'Bol Bol']","{6014: 'PG', 4387: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5894: 'C', 6395: 'Util', 5245: 'Util', 5163: 'BN', 5764: 'BN', 6232: 'BN'}"
402.l.42709.t.8,JR Dreamers,1,2020-12-22,2020-12-27,2020-12-27,"[6014, 5764, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 4387, 5894, 6232]","['Luka Doncic', 'Lonzo Ball', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Derrick Rose', 'Chris Boucher', 'Bol Bol']","{6014: 'PG', 5764: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 4387: 'BN', 5894: 'BN', 6232: 'BN'}"
402.l.42709.t.8,JR Dreamers,2,2020-12-28,2021-01-03,2020-12-28,"[6014, 4387, 4390, 5836, 5583, 6400, 5197, 5163, 6395, 5245, 5764, 5894, 6232]","['Luka Doncic', 'Derrick Rose', 'Russell Westbrook', 'OG Anunoby', 'Christian Wood', 'Obi Toppin', 'Rudy Gobert', 'Steven Adams', 'LaMelo Ball', 'Seth Curry', 'Lonzo Ball', 'Chris Boucher', 'Bol Bol']","{6014: 'PG', 4387: 'SG', 4390: 'G', 5836: 'SF', 5583: 'PF', 6400: 'F', 5197: 'C', 5163: 'C', 6395: 'Util', 5245: 'Util', 5764: 'BN', 5894: 'BN', 6232: 'BN'}"
