player_id,stat_type,name,percent_owned,status,ownership,FGM/A,FTM/A,GP,MIN,FGA,FGM,FG%,FTA,FTM,FT%,3PTA,3PTM,3PT%,PTS,OFFREB,DEFREB,REB,AST,ST,BLK,TO,PF,IMPACT_FG,IMPACT_FT
4723,lastweek,Al-Farouq Aminu,1,,0,7/19,4/4,2,48,19,7,0.368,4,4,1.0,6,3,0.5,21,3,7,10,4,0,2,2,5,0.335872983870966,2.3714919354838706
4728,lastweek,Ed Davis,0,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4729,lastweek,Patrick Patterson,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4750,lastweek,Avery Bradley,1,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4766,lastweek,Nemanja Bjelica,3,,0,11/21,3/3,3,73,21,11,0.524,3,3,1.0,6,4,0.667,29,6,10,16,7,3,0,6,9,2.243800403225804,1.778618951612903
4800,lastweek,Ish Smith,1,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4888,lastweek,Bismack Biyombo,4,,0,8/10,4/7,3,78,10,8,0.8,7,4,0.571,0,0,0.0,20,9,8,17,7,1,3,2,7,3.839854838709676,0.6554919354838702
4892,lastweek,Klay Thompson,5,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4894,lastweek,Markieff Morris,5,,0,13/24,3/4,3,88,24,13,0.542,4,3,0.75,14,7,0.5,36,2,17,19,7,1,2,2,4,2.885764112903223,1.0286189516129027
4895,lastweek,Marcus Morris Sr.,23,GTD,0,8/18,0/0,2,38,18,8,0.444,0,0,0.0,12,5,0.417,21,2,6,8,0,0,1,0,3,0.9918548387096755,-0.0
4898,lastweek,Iman Shumpert,0,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4906,lastweek,Reggie Jackson,5,,0,15/24,0/0,3,68,24,15,0.625,0,0,0.0,12,7,0.583,37,1,6,7,8,1,0,4,5,4.574727822580641,-0.0
4911,lastweek,Cory Joseph,1,,0,10/19,0/0,3,80,19,10,0.526,0,0,0.0,10,4,0.4,24,3,3,6,9,0,0,4,5,2.0598185483870948,-0.0
4937,lastweek,E'Twaun Moore,0,,0,0/0,0/0,3,30,5,0,0.0,0,0,0.0,0,0,0.0,0,1,3,4,5,2,1,2,1,-0.0,-0.0
4969,lastweek,Brad Wanamaker,1,,0,7/19,4/4,3,51,19,7,0.368,4,4,1.0,4,1,0.25,19,0,3,3,13,0,1,4,2,0.335872983870966,2.3714919354838706
5016,lastweek,Austin Rivers,2,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5017,lastweek,Meyers Leonard,1,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5018,lastweek,Jeremy Lamb,23,,0,5/16,5/5,2,35,16,5,0.313,5,5,1.0,5,0,0.0,15,0,6,6,5,2,0,0,5,-0.03509072580645284,2.9643649193548383
5021,lastweek,Moe Harkless,1,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5066,lastweek,Tomas Satoransky,5,,0,2/9,0/0,2,41,9,2,0.222,0,0,0.0,3,1,0.333,5,1,5,6,9,1,0,2,3,-0.19603629032258113,-0.0
5077,lastweek,Mike Scott,0,,0,5/6,0/0,2,41,6,5,0.833,0,0,0.0,5,4,0.8,14,0,5,5,2,4,0,2,0,2.564909274193547,-0.0
5080,lastweek,Darius Miller,0,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5102,lastweek,Kent Bazemore,3,,0,9/23,0/0,3,60,23,9,0.391,2,0,0.0,13,6,0.462,24,1,8,9,5,2,1,3,7,0.638836693548385,-0.0
5150,lastweek,Aron Baynes,6,,0,10/16,4/4,2,53,16,10,0.625,4,4,1.0,5,2,0.4,26,6,7,13,5,2,0,3,4,3.049818548387094,2.3714919354838706
5154,lastweek,Otto Porter Jr.,37,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5155,lastweek,Cody Zeller,20,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5156,lastweek,Alex Len,1,,0,3/5,2/4,2,26,5,3,0.6,4,2,0.5,0,0,0.0,8,1,6,7,2,1,3,0,2,0.8399455645161282,0.1857459677419352
5158,lastweek,Ben McLemore,1,,0,7/20,4/5,3,57,20,7,0.35,5,4,0.8,14,4,0.286,22,3,3,6,3,2,0,2,8,0.20987298387096587,1.5714919354838706
5159,lastweek,Kentavious Caldwell-Pope,10,,0,6/16,8/10,3,83,16,6,0.375,10,8,0.8,10,3,0.3,23,1,10,11,5,4,0,4,7,0.3298911290322566,3.142983870967741
5160,lastweek,Trey Burke,1,,0,8/14,2/2,2,32,14,8,0.571,2,2,1.0,6,2,0.333,20,0,3,3,8,1,0,0,0,2.007854838709675,1.1857459677419353
5162,lastweek,Michael Carter-Williams,18,,0,15/25,5/6,2,63,25,15,0.6,6,5,0.833,4,3,0.75,38,2,12,14,12,3,1,4,9,4.199727822580641,2.129364919354838
5164,lastweek,Kelly Olynyk,28,,0,14/23,1/2,3,84,23,14,0.609,2,1,0.5,12,5,0.417,34,2,19,21,9,6,0,3,11,4.045745967741932,0.0928729838709676
5190,lastweek,Tony Snell,1,,0,11/16,0/0,3,98,16,11,0.688,0,0,0.0,13,8,0.615,30,1,9,10,5,0,1,3,7,4.0478004032258035,-0.0
5191,lastweek,Gorgui Dieng,3,,0,3/7,4/4,1,9,7,3,0.429,4,4,1.0,5,2,0.4,12,0,3,3,1,0,0,0,1,0.3269455645161283,2.3714919354838706
5193,lastweek,Solomon Hill,0,,0,3/11,0/0,3,63,11,3,0.273,0,0,0.0,8,2,0.25,8,3,1,4,3,2,0,5,4,-0.14105443548387164,-0.0
5195,lastweek,Reggie Bullock,1,,0,8/21,2/3,3,77,21,8,0.381,3,2,0.667,14,6,0.429,24,1,9,10,5,1,1,2,2,0.4878548387096755,0.5197459677419353
